Epoch,LR,Loss_Total,Loss_CASSI,Loss_RGB,Val_PSNR,Val_SSIM,Val_SAM,Duration_Sec
1010,0.000008,0.011506,0.010986,0.000130,29.1010,0.7846,18.4693,12.57
1011,0.000008,0.011687,0.011163,0.000131,29.0889,0.7844,18.4692,12.37
1012,0.000008,0.011826,0.011292,0.000134,29.0869,0.7848,18.4349,12.97
1013,0.000008,0.011356,0.010852,0.000127,29.0812,0.7850,18.4889,12.64
1014,0.000008,0.011405,0.010899,0.000128,29.0758,0.7843,18.4774,12.40
1015,0.000008,0.011644,0.011124,0.000132,29.0852,0.7844,18.5289,11.99
1016,0.000008,0.011403,0.010905,0.000127,29.1254,0.7848,18.3664,12.42
1017,0.000008,0.011615,0.011104,0.000131,29.0742,0.7850,18.3848,12.26
1018,0.000008,0.011952,0.011432,0.000134,29.0613,0.7840,18.6971,12.63
1019,0.000008,0.011356,0.010859,0.000128,29.1241,0.7854,18.3785,11.88
1020,0.000008,0.011642,0.011136,0.000131,29.0839,0.7848,18.4014,12.29
1021,0.000008,0.011523,0.011026,0.000129,29.0689,0.7850,18.5425,12.14
1022,0.000008,0.011473,0.010978,0.000130,29.1120,0.7849,18.3953,12.17
1023,0.000008,0.011276,0.010793,0.000127,29.0589,0.7846,18.5069,12.23
1024,0.000008,0.011317,0.010828,0.000129,29.0988,0.7850,18.4731,12.26
1025,0.000008,0.011569,0.011081,0.000129,29.0969,0.7848,18.4942,10.29
1026,0.000008,0.011428,0.010941,0.000130,29.1031,0.7851,18.4272,10.41
1027,0.000008,0.011588,0.011092,0.000132,29.0817,0.7847,18.4553,10.34
1028,0.000008,0.011509,0.011017,0.000132,29.0964,0.7851,18.5302,10.20
1029,0.000008,0.011503,0.011026,0.000129,29.0773,0.7854,18.3532,10.21
1030,0.000008,0.011423,0.010936,0.000132,29.0992,0.7847,18.4596,10.18
1031,0.000008,0.011674,0.011178,0.000135,29.0720,0.7851,18.5105,10.10
1032,0.000008,0.011505,0.011025,0.000131,29.0648,0.7849,18.5721,10.21
1033,0.000008,0.011730,0.011243,0.000134,29.1019,0.7850,18.4725,10.14
1034,0.000008,0.011707,0.011221,0.000134,29.1061,0.7846,18.3928,10.19
1035,0.000008,0.011323,0.010854,0.000130,29.1159,0.7852,18.3960,10.00
1036,0.000008,0.011816,0.011326,0.000136,29.0791,0.7851,18.4832,9.98
1037,0.000008,0.011758,0.011275,0.000135,29.0761,0.7851,18.4808,10.22
1038,0.000008,0.011571,0.011097,0.000133,29.0855,0.7849,18.3449,12.10
1039,0.000008,0.011306,0.010845,0.000130,29.0873,0.7849,18.5504,12.14
1040,0.000008,0.011929,0.011433,0.000140,29.1025,0.7854,18.3550,11.89
1041,0.000008,0.011186,0.010738,0.000128,29.0790,0.7854,18.3992,12.16
1042,0.000008,0.011290,0.010838,0.000129,29.1016,0.7852,18.4071,12.46
1043,0.000008,0.011321,0.010870,0.000129,29.0821,0.7847,18.5044,12.08
1044,0.000008,0.011416,0.010957,0.000132,29.1091,0.7850,18.4086,12.86
1045,0.000008,0.011818,0.011332,0.000141,29.0751,0.7853,18.5119,10.71
1046,0.000008,0.011477,0.011024,0.000132,29.1218,0.7856,18.3985,9.98
1047,0.000008,0.011507,0.011048,0.000134,29.0844,0.7855,18.4552,10.02
1048,0.000008,0.011557,0.011099,0.000134,29.0962,0.7852,18.4358,10.15
1049,0.000008,0.011211,0.010780,0.000127,29.1123,0.7858,18.2998,10.21
1050,0.000008,0.011358,0.010913,0.000132,29.1155,0.7853,18.3674,10.16
1051,0.000008,0.011369,0.010931,0.000130,29.0909,0.7853,18.3917,10.23
1052,0.000008,0.011720,0.011254,0.000139,29.1061,0.7851,18.4388,10.02
1053,0.000008,0.011421,0.010981,0.000132,29.0550,0.7851,18.5189,10.13
1054,0.000008,0.011741,0.011286,0.000137,29.0656,0.7855,18.6082,10.13
1055,0.000008,0.011636,0.011201,0.000132,29.1833,0.7853,18.1559,10.05
1056,0.000008,0.011448,0.011016,0.000132,29.0916,0.7857,18.4425,10.16
1057,0.000008,0.011546,0.011115,0.000132,29.0548,0.7853,18.4602,10.01
1058,0.000008,0.011607,0.011173,0.000134,29.0995,0.7848,18.4787,10.15
1059,0.000008,0.011390,0.010961,0.000133,29.1119,0.7851,18.3541,10.20
1060,0.000008,0.011512,0.011081,0.000134,29.1125,0.7858,18.3489,10.17
1061,0.000008,0.011491,0.011060,0.000134,29.0801,0.7853,18.4704,10.16
1062,0.000008,0.011360,0.010936,0.000133,29.0918,0.7854,18.4390,10.18
1063,0.000008,0.011219,0.010813,0.000128,29.0931,0.7859,18.4082,10.16
1064,0.000008,0.011229,0.010814,0.000132,29.1096,0.7851,18.3284,12.04
1065,0.000008,0.011308,0.010894,0.000132,29.1121,0.7855,18.4608,11.90
1066,0.000008,0.011942,0.011503,0.000141,29.0824,0.7858,18.4203,12.32
1067,0.000008,0.011166,0.010767,0.000128,29.0886,0.7855,18.4287,12.24
1068,0.000008,0.011208,0.010809,0.000129,29.0893,0.7858,18.3746,12.35
1069,0.000008,0.010999,0.010604,0.000128,29.0800,0.7856,18.4942,11.98
1070,0.000008,0.011261,0.010863,0.000130,29.1043,0.7859,18.3460,10.05
1071,0.000008,0.011747,0.011340,0.000134,29.1269,0.7854,18.3802,9.99
1072,0.000008,0.011324,0.010927,0.000131,29.1159,0.7855,18.2998,9.94
1073,0.000008,0.011604,0.011191,0.000137,29.0335,0.7854,18.5506,11.95
1074,0.000008,0.011885,0.011475,0.000137,29.0878,0.7851,18.4220,12.00
1075,0.000008,0.011706,0.011299,0.000137,29.1651,0.7853,18.1643,12.18
1076,0.000008,0.011373,0.010974,0.000134,29.0816,0.7858,18.4813,12.33
1077,0.000008,0.011266,0.010867,0.000135,29.0901,0.7851,18.3959,12.34
1078,0.000008,0.011402,0.010999,0.000137,29.1225,0.7857,18.3846,12.32
1079,0.000008,0.011419,0.011020,0.000136,29.0760,0.7857,18.4518,12.24
1080,0.000008,0.011211,0.010835,0.000130,29.1244,0.7862,18.3043,12.28
1081,0.000008,0.011568,0.011168,0.000139,29.1107,0.7855,18.4204,12.66
1082,0.000008,0.011244,0.010862,0.000133,29.0866,0.7857,18.4435,12.17
1083,0.000008,0.011346,0.010968,0.000133,29.1236,0.7854,18.2956,12.37
1084,0.000008,0.011391,0.011018,0.000131,29.1225,0.7859,18.3465,12.15
1085,0.000008,0.011207,0.010831,0.000133,29.0572,0.7859,18.4830,12.37
1086,0.000008,0.011276,0.010902,0.000134,29.0963,0.7861,18.3910,11.12
1087,0.000008,0.011461,0.011080,0.000136,29.1298,0.7854,18.4291,9.98
1088,0.000008,0.011355,0.010985,0.000133,29.1022,0.7859,18.3362,12.26
1089,0.000008,0.011305,0.010939,0.000133,29.1021,0.7865,18.3689,12.20
1090,0.000008,0.010997,0.010641,0.000130,29.1032,0.7856,18.3463,12.22
1091,0.000008,0.011233,0.010870,0.000133,29.0954,0.7854,18.4684,11.96
1092,0.000008,0.011202,0.010841,0.000133,29.1152,0.7862,18.3636,12.28
1093,0.000008,0.011786,0.011406,0.000141,29.0867,0.7851,18.4766,12.00
1094,0.000008,0.011178,0.010818,0.000134,29.1071,0.7861,18.3848,11.92
1095,0.000008,0.011089,0.010746,0.000129,29.0742,0.7863,18.4585,12.02
1096,0.000008,0.011447,0.011079,0.000139,29.1344,0.7861,18.3823,10.30
1097,0.000008,0.011420,0.011061,0.000136,29.1475,0.7856,18.2143,10.19
1098,0.000008,0.011630,0.011266,0.000139,29.0656,0.7857,18.5391,10.35
1099,0.000008,0.011677,0.011317,0.000138,29.0995,0.7855,18.4490,10.38
1100,0.000008,0.011287,0.010943,0.000133,29.1164,0.7863,18.4103,10.05
1101,0.000008,0.011309,0.010958,0.000137,29.1199,0.7863,18.2473,12.09
1102,0.000008,0.011106,0.010762,0.000135,29.0705,0.7859,18.4950,12.12
1103,0.000008,0.011375,0.011024,0.000138,29.1151,0.7866,18.3860,12.26
1104,0.000008,0.011093,0.010756,0.000134,29.1064,0.7864,18.2905,12.18
1105,0.000008,0.011269,0.010930,0.000136,29.1025,0.7861,18.4132,12.04
1106,0.000008,0.011422,0.011083,0.000137,29.1346,0.7864,18.2680,12.63
1107,0.000008,0.011263,0.010924,0.000137,29.0894,0.7861,18.3250,12.83
1108,0.000008,0.011380,0.011047,0.000136,29.0888,0.7864,18.4700,12.77
1109,0.000008,0.011125,0.010804,0.000131,29.1321,0.7862,18.2484,12.48
1110,0.000008,0.011393,0.011059,0.000138,29.1171,0.7866,18.3188,11.94
1111,0.000008,0.010981,0.010658,0.000134,29.0968,0.7859,18.3893,12.35
1112,0.000008,0.011334,0.011014,0.000134,29.1062,0.7854,18.3847,12.09
1113,0.000008,0.011368,0.011042,0.000137,29.1112,0.7863,18.4033,12.29
1114,0.000008,0.011116,0.010796,0.000136,29.0867,0.7860,18.3504,12.14
1115,0.000008,0.011490,0.011162,0.000140,29.1209,0.7865,18.3707,12.41
1116,0.000008,0.011290,0.010974,0.000136,29.1223,0.7865,18.2601,12.37
1117,0.000008,0.011059,0.010755,0.000131,29.0833,0.7863,18.4204,12.42
1118,0.000008,0.010986,0.010679,0.000134,29.1329,0.7865,18.2784,12.00
1119,0.000008,0.010967,0.010665,0.000132,29.1179,0.7859,18.3416,12.23
1120,0.000008,0.011275,0.010959,0.000140,29.1110,0.7867,18.3502,12.26
1121,0.000008,0.010992,0.010690,0.000134,29.0676,0.7863,18.4650,12.44
1122,0.000008,0.011209,0.010902,0.000137,29.1367,0.7862,18.3605,12.31
1123,0.000008,0.010725,0.010435,0.000130,29.1379,0.7865,18.2420,12.06
1124,0.000008,0.011482,0.011174,0.000140,29.0787,0.7857,18.6009,12.14
1125,0.000008,0.010807,0.010521,0.000131,29.1018,0.7862,18.4114,11.98
1126,0.000008,0.010893,0.010606,0.000132,29.0791,0.7862,18.4366,11.91
1127,0.000008,0.011234,0.010934,0.000139,29.1109,0.7868,18.3818,11.84
1128,0.000008,0.011296,0.011000,0.000138,29.1173,0.7866,18.3212,11.97
1129,0.000008,0.011026,0.010738,0.000136,29.1080,0.7868,18.3051,12.56
1130,0.000008,0.011117,0.010829,0.000137,29.0615,0.7866,18.5389,12.42
1131,0.000008,0.011133,0.010847,0.000137,29.1103,0.7864,18.3101,12.22
1132,0.000008,0.011137,0.010852,0.000137,29.1119,0.7864,18.3542,12.38
1133,0.000008,0.011063,0.010782,0.000136,29.1176,0.7867,18.3444,12.46
1134,0.000008,0.011095,0.010822,0.000134,29.0728,0.7865,18.3981,12.14
1135,0.000008,0.011016,0.010744,0.000134,29.1061,0.7864,18.5050,12.16
1136,0.000008,0.011134,0.010857,0.000137,29.1592,0.7865,18.1944,12.41
1137,0.000008,0.011074,0.010796,0.000139,29.0566,0.7865,18.4658,12.50
1138,0.000008,0.010845,0.010579,0.000134,29.1244,0.7867,18.3839,12.16
1139,0.000008,0.010861,0.010598,0.000134,29.1706,0.7865,18.1589,12.01
1140,0.000008,0.011333,0.011064,0.000138,29.0956,0.7870,18.3862,12.37
1141,0.000008,0.011083,0.010820,0.000136,29.1128,0.7871,18.2076,12.75
1142,0.000008,0.011040,0.010778,0.000136,29.1415,0.7871,18.3883,12.53
1143,0.000008,0.011296,0.011027,0.000141,29.1235,0.7865,18.2432,12.15
1144,0.000008,0.010973,0.010718,0.000135,29.1055,0.7871,18.3401,12.52
1145,0.000008,0.011124,0.010863,0.000139,29.0750,0.7868,18.4539,12.55
1146,0.000008,0.011372,0.011107,0.000143,29.1294,0.7866,18.3611,12.28
1147,0.000008,0.011080,0.010832,0.000135,29.1462,0.7865,18.2191,12.22
1148,0.000008,0.011202,0.010947,0.000139,29.1021,0.7869,18.3433,12.24
1149,0.000008,0.010997,0.010746,0.000139,29.0865,0.7872,18.3358,12.34
1150,0.000008,0.010929,0.010692,0.000133,29.1512,0.7872,18.2076,12.39
1151,0.000008,0.011143,0.010899,0.000137,29.1516,0.7855,18.3149,12.52
1152,0.000008,0.011519,0.011269,0.000142,29.1223,0.7868,18.4477,12.43
1153,0.000008,0.010993,0.010758,0.000134,29.1131,0.7872,18.2259,12.14
1154,0.000008,0.011296,0.011050,0.000143,29.0666,0.7868,18.3056,12.24
1155,0.000008,0.011016,0.010785,0.000135,29.1760,0.7873,18.2362,10.54
1156,0.000008,0.011188,0.010950,0.000140,29.0938,0.7862,18.4195,10.22
1157,0.000008,0.011291,0.011052,0.000142,29.1229,0.7870,18.2379,10.13
1158,0.000008,0.010892,0.010669,0.000134,29.0536,0.7869,18.4202,10.20
1159,0.000008,0.011413,0.011181,0.000141,29.1081,0.7869,18.5371,10.23
1160,0.000008,0.011033,0.010809,0.000137,29.1134,0.7861,18.3292,10.17
1161,0.000008,0.011147,0.010923,0.000138,29.1499,0.7869,18.2067,10.07
1162,0.000008,0.011167,0.010937,0.000143,29.0896,0.7865,18.3728,9.98
1163,0.000008,0.011170,0.010946,0.000141,29.0524,0.7872,18.4960,12.32
1164,0.000008,0.010862,0.010651,0.000135,29.0974,0.7870,18.2722,12.61
1165,0.000008,0.010816,0.010607,0.000134,29.1319,0.7870,18.3918,12.21
1166,0.000008,0.011190,0.010978,0.000138,29.1588,0.7870,18.1769,13.09
1167,0.000008,0.010873,0.010664,0.000137,29.0858,0.7872,18.3598,12.69
1168,0.000008,0.010988,0.010776,0.000140,29.0925,0.7872,18.4275,12.44
1169,0.000008,0.010851,0.010644,0.000138,29.1132,0.7873,18.2345,12.27
1170,0.000008,0.011087,0.010881,0.000140,29.1102,0.7876,18.4273,12.34
1171,0.000008,0.010850,0.010647,0.000139,29.1082,0.7870,18.2793,12.51
1172,0.000008,0.011029,0.010824,0.000142,29.1411,0.7876,18.3316,12.71
1173,0.000008,0.010730,0.010536,0.000136,29.0866,0.7866,18.3107,12.80
1174,0.000008,0.011033,0.010833,0.000141,29.1277,0.7869,18.4048,12.49
1175,0.000008,0.010827,0.010635,0.000137,29.0833,0.7868,18.3666,12.51
1176,0.000008,0.010777,0.010590,0.000136,29.1007,0.7875,18.3753,12.52
1177,0.000008,0.010796,0.010607,0.000139,29.1198,0.7871,18.3394,12.37
1178,0.000008,0.010601,0.010419,0.000134,29.1075,0.7875,18.3623,12.55
1179,0.000008,0.011046,0.010857,0.000142,29.1305,0.7875,18.2521,12.55
1180,0.000008,0.010821,0.010642,0.000136,29.1076,0.7870,18.2790,12.28
1181,0.000008,0.010759,0.010579,0.000139,29.1437,0.7875,18.3558,12.52
1182,0.000008,0.010793,0.010618,0.000136,29.1358,0.7876,18.2134,12.33
1183,0.000008,0.010833,0.010655,0.000140,29.0900,0.7878,18.3047,12.38
1184,0.000008,0.011187,0.011007,0.000143,29.1176,0.7878,18.2161,12.28
1185,0.000008,0.010868,0.010694,0.000140,29.1209,0.7874,18.2749,12.61
1186,0.000008,0.010595,0.010426,0.000138,29.1328,0.7878,18.2201,12.45
1187,0.000008,0.010842,0.010675,0.000138,29.0900,0.7872,18.4283,12.24
1188,0.000008,0.010862,0.010694,0.000141,29.1287,0.7867,18.2653,12.17
1189,0.000008,0.010655,0.010495,0.000136,29.1632,0.7880,18.1662,12.26
1190,0.000008,0.011177,0.011010,0.000144,29.1034,0.7878,18.3685,12.40
1191,0.000008,0.010761,0.010606,0.000136,29.0385,0.7875,18.3855,12.37
1192,0.000008,0.010975,0.010821,0.000137,29.1077,0.7884,18.3515,12.32
1193,0.000008,0.010762,0.010611,0.000137,29.0990,0.7873,18.2898,12.51
1194,0.000008,0.010936,0.010784,0.000139,29.1339,0.7875,18.3202,12.76
1195,0.000008,0.010549,0.010402,0.000137,29.1293,0.7868,18.3369,12.84
1196,0.000008,0.011192,0.011035,0.000147,29.1070,0.7873,18.3302,13.08
1197,0.000008,0.010910,0.010757,0.000146,29.1265,0.7878,18.2490,12.28
1198,0.000008,0.010969,0.010821,0.000144,29.1164,0.7876,18.3059,12.25
1199,0.000008,0.010666,0.010525,0.000139,29.1219,0.7880,18.1795,12.55
1200,0.000002,0.011149,0.011002,0.000146,29.0565,0.7874,18.4415,12.65
